Monolithic OTB file name,Monolithic OTB current directory,Group name,Module name,Subdir in the module,commentaires
./Code/ApplicationEngine/otbWrapperParameterGroup.cxx,ApplicationEngine,Wrappers,ApplicationEngine,src,
./Code/ApplicationEngine/otbWrapperParameterGroup.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/ApplicationEngine/otbWrapperParameter.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/ApplicationEngine/otbWrapperParameterKey.cxx,ApplicationEngine,Wrappers,ApplicationEngine,src,
./Code/ApplicationEngine/otbWrapperParameterKey.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/ApplicationEngine/otbWrapperRadiusParameter.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/ApplicationEngine/otbWrapperRAMParameter.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/ApplicationEngine/otbWrapperStringListParameter.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/ApplicationEngine/otbWrapperStringParameter.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/ApplicationEngine/otbWrapperTags.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/ApplicationEngine/otbWrapperTypes.h,ApplicationEngine,Wrappers,ApplicationEngine,include,
./Code/Common/otbJoinContainer.h,Common,Adapters,BoostAdapters,include,
./Code/UtilitiesAdapters/boost/otbBoostDox.h,UtilitiesAdapters/boost,Adapters,BoostAdapters,include,
./Code/IO/otbBSQImageIO.cxx,IO,IO,IOBSQ,src,
./Code/IO/otbBSQImageIOFactory.cxx,IO,IO,IOBSQ,src,
./Code/IO/otbBSQImageIOFactory.h,IO,IO,IOBSQ,include,
./Code/IO/otbBSQImageIO.h,IO,IO,IOBSQ,include,
./Code/IO/otbCoordinateToName.cxx,IO,IO,Carto,src,
./Code/IO/otbCoordinateToName.h,IO,IO,Carto,include,
./Code/IO/otbImageToOSMVectorDataGenerator.h,IO,IO,Carto,include,
./Code/IO/otbImageToOSMVectorDataGenerator.txx,IO,IO,Carto,include,
./Code/IO/otbMapFileProductWriter.h,IO,IO,Carto,include,
./Code/IO/otbMapFileProductWriter.txx,IO,IO,Carto,include,
./Code/IO/otbOSMDataToVectorDataGenerator.cxx,IO,IO,Carto,src,
./Code/IO/otbOSMDataToVectorDataGenerator.h,IO,IO,Carto,include,
./Code/IO/otbPlaceNameToLonLat.cxx,IO,IO,Carto,src,
./Code/IO/otbPlaceNameToLonLat.h,IO,IO,Carto,include,
./Code/IO/otbWorldFile.h,IO,IO,Carto,include,
./Code/ChangeDetection/otbBinaryFunctorNeighborhoodJoinHistogramImageFilter.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbBinaryFunctorNeighborhoodJoinHistogramImageFilter.txx,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbCBAMIChangeDetector.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbCBAMI.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbCorrelationChangeDetector.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbCrossCorrelation.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbJoinHistogramMI.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbJoinHistogramMIImageFilter.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbKullbackLeiblerDistanceImageFilter.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbKullbackLeiblerDistanceImageFilter.txx,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbKullbackLeiblerProfileImageFilter.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbKullbackLeiblerProfileImageFilter.txx,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbKullbackLeiblerSupervizedDistanceImageFilter.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbKullbackLeiblerSupervizedDistanceImageFilter.txx,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbLHMIChangeDetector.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbLHMI.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbMeanDifference.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbMeanDifferenceImageFilter.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbMeanRatio.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbMeanRatioImageFilter.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbMultivariateAlterationDetectorImageFilter.h,ChangeDetection,Filtering,ChangeDetection,include,
./Code/ChangeDetection/otbMultivariateAlterationDetectorImageFilter.txx,ChangeDetection,Filtering,ChangeDetection,include,
./Code/FeatureExtraction/otbCloudDetectionFilter.h,FeatureExtraction,Detection,CloudDetection,include,
./Code/FeatureExtraction/otbCloudDetectionFilter.txx,FeatureExtraction,Detection,CloudDetection,include,
./Code/FeatureExtraction/otbCloudDetectionFunctor.h,FeatureExtraction,Detection,CloudDetection,include,
./Code/FeatureExtraction/otbCloudEstimatorFilter.h,FeatureExtraction,Detection,CloudDetection,include,
./Code/FeatureExtraction/otbCloudEstimatorFilter.txx,FeatureExtraction,Detection,CloudDetection,include,
./Code/FeatureExtraction/otbCloudEstimatorFunctor.h,FeatureExtraction,Detection,CloudDetection,include,
./Code/BasicFilters/otbReliefColormapFunctor.h,BasicFilters,Filtering,ColorMap,include,
./Code/BasicFilters/otbReliefColormapFunctor.txx,BasicFilters,Filtering,ColorMap,include,
./Code/BasicFilters/otbScalarToRainbowRGBPixelFunctor.h,BasicFilters,Filtering,ColorMap,include,
./Code/BasicFilters/otbScalarToRainbowRGBPixelFunctor.txx,BasicFilters,Filtering,ColorMap,include,
./Code/Wrappers/CommandLine/otbApplicationLauncherCommandLine.cxx,Wrappers/CommandLine,Wrappers,CommandLine,src,
./Code/Wrappers/CommandLine/otbWrapperCommandLineLauncher.cxx,Wrappers/CommandLine,Wrappers,CommandLine,src,
./Code/Wrappers/CommandLine/otbWrapperCommandLineLauncher.h,Wrappers/CommandLine,Wrappers,CommandLine,include,
./Code/Wrappers/CommandLine/otbWrapperCommandLineParser.cxx,Wrappers/CommandLine,Wrappers,CommandLine,src,
./Code/Wrappers/CommandLine/otbWrapperCommandLineParser.h,Wrappers/CommandLine,Wrappers,CommandLine,include,
./Code/BasicFilters/otbChannelSelectorFunctor.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbComplexToIntensityImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbComplexToVectorImageCastFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbDecimateImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbDecimateImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbDotProductImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbDotProductImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbFunctionToImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbFunctionToImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbImageAndVectorImageOperationFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbImageAndVectorImageOperationFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbImageListToImageListApplyFilter.h,BasicFilters,Core,ObjectList,include,Move to ObjectList
./Code/BasicFilters/otbImageListToImageListApplyFilter.txx,BasicFilters,Core,ObjectList,include,Move to ObjectList
./Code/BasicFilters/otbImageListToSingleImageFilter.h,BasicFilters,Core,ObjectList,include,Move to ObjectList
./Code/BasicFilters/otbImageListToSingleImageFilter.txx,BasicFilters,Core,ObjectList,include,Move to ObjectList
./Code/BasicFilters/otbImageToPointSetFilter.h,BasicFilters,Core,PointSet,include,Move to PointSet
./Code/BasicFilters/otbImageToPointSetFilter.txx,BasicFilters,Core,PointSet,include,Move to PoinSet
./Code/BasicFilters/otbImaginaryImageToComplexImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbImportImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbImportImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbImportVectorImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbImportVectorImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbPerBandVectorImageFilter.h,BasicFilters,Filtering,ImageManipulation,include,Move To ImageManipulation
./Code/BasicFilters/otbPerBandVectorImageFilter.txx,BasicFilters,Filtering,ImageManipulation,include,Move To ImageManipulation
./Code/BasicFilters/otbQuaternaryFunctorImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbQuaternaryFunctorImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbUnaryFunctorImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbUnaryFunctorNeighborhoodVectorImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbUnaryFunctorNeighborhoodVectorImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbUnaryFunctorVectorImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbUnaryFunctorVectorImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbUnaryFunctorWithIndexWithOutputSizeImageFilter.h,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbUnaryFunctorWithIndexWithOutputSizeImageFilter.txx,BasicFilters,Core,Common,include,
./Code/BasicFilters/otbUnaryImageFunctorWithVectorImageFilter.h,BasicFilters,Filtering,ImageManipulation,include,Move to ImageManipulation
./Code/BasicFilters/otbUnaryImageFunctorWithVectorImageFilter.txx,BasicFilters,Filtering,ImageManipulation,include,Move to ImageManipulation
./Code/BasicFilters/otbUniformAlphaBlendingFunctor.h,BasicFilters,Core,Common,include,
./Code/ChangeDetection/otbCommandProgressUpdate.h,ChangeDetection,Core,Common,include,
./Code/ChangeDetection/otbCommandProgressUpdate.txx,ChangeDetection,Core,Common,include,
./Code/Common/otbCommandLineArgumentParser.cxx,Common,Core,Common,src,
./Code/Common/otbCommandLineArgumentParser.h,Common,Core,Common,include,
./Code/Common/otbConfigurationFile.cxx,Common,Core,Common,src,
./Code/Common/otbConfigurationFile.h,Common,Core,Common,include,retirer la dependance à ConfigFile (recoder en OTB)
./Code/Common/otbDataNodeFunctionBase.h,Common,Core,VectorDataBase,include,Should follow otbDataNode.h in VectorDataBase
./Code/Common/otbDataNode.h,Common,Core,VectorDataBase,include,Creates a coupling with Filtering/Path. Should be moved to VectorDataBase
./Code/Common/otbDataNodeImageFunction.h,Common,Core,VectorDataBase,include,Should follow otbDataNode.h in VectorDataBase
./Code/Common/otbDataNodeImageFunction.txx,Common,Core,VectorDataBase,include,Should follow otbDataNode.h in VectorDataBase
./Code/Common/otbDataNode.txx,Common,Core,VectorDataBase,include,Creates a coupling with Filtering/Path. Should be moved to VectorDataBase
./Code/Common/otbDataNodeVectorDataFunction.h,Common,Core,VectorDataBase,include,Should follow otbDataNode.h in VectorDataBase
./Code/Common/otbDataNodeVectorDataFunction.txx,Common,Core,VectorDataBase,include,Should follow otbDataNode.h in VectorDataBase
./Code/Common/otbFilterWatcherBase.cxx,Common,Core,Common,src,
./Code/Common/otbFilterWatcherBase.h,Common,Core,Common,include,
./Code/Common/otbGISConnectionImplementation.h,Common,Core,VectorDataBase,include,à virer? Creates a coupling with Filtering/Path. Remove or move to dedicated module. (I'd put it in VectorDataBase for now)
./Code/Common/otbGISTable.h,Common,Core,VectorDataBase,include,à virer? Creates a coupling with Filtering/Path. Remove or move to dedicated module. (I'd put it in VectorDataBase for now)
./Code/Common/otbGISTableSource.h,Common,Core,VectorDataBase,include,à virer? Creates a coupling with Filtering/Path. Remove or move to dedicated module. (I'd put it in VectorDataBase for now)
./Code/Common/otbGISTableSource.txx,Common,Core,VectorDataBase,include,à virer? Creates a coupling with Filtering/Path. Remove or move to dedicated module. (I'd put it in VectorDataBase for now)
./Code/Common/otbGISTable.txx,Common,Core,VectorDataBase,include,à virer? Creates a coupling with Filtering/Path. Remove or move to dedicated module. (I'd put it in VectorDataBase for now)
./Code/Common/otbImageList.h,Common,Core,ObjectList,include,Creates coupling with ObjectList module. Either move to this module or merge ObjectList in Common
./Code/Common/otbImageListSource.h,Common,Core,ObjectList,include,Creates coupling with ObjectList module. Either move to this module or merge ObjectList in Common
./Code/Common/otbImageListSource.txx,Common,Core,ObjectList,include,Creates coupling with ObjectList module. Either move to this module or merge ObjectList in Common
./Code/Common/otbImageList.txx,Common,Core,ObjectList,include,Creates coupling with ObjectList module. Either move to this module or merge ObjectList in Common
./Code/Common/otbImageRegionAdaptativeSplitter.h,Common,Core,Common,include,
./Code/Common/otbImageRegionAdaptativeSplitter.txx,Common,Core,Common,include,
./Code/Common/otbImageRegionNonUniformMultidimensionalSplitter.h,Common,Core,Common,include,
./Code/Common/otbImageRegionNonUniformMultidimensionalSplitter.txx,Common,Core,Common,include,
./Code/Common/otbImageRegionSquareTileSplitter.h,Common,Core,Common,include,
./Code/Common/otbImageRegionSquareTileSplitter.txx,Common,Core,Common,include,
./Code/Common/otbImageRegionTileMapSplitter.h,Common,Core,Common,include,
./Code/Common/otbImageRegionTileMapSplitter.txx,Common,Core,Common,include,
./Code/Common/otbMacro.h,Common,Core,Common,include,
./Code/Common/otbMath.h,Common,Core,Common,include,
./Code/Common/otbNumberOfDivisionsStrippedStreamingManager.h,Common,Core,Streaming,include,Move to Streaming module ?
./Code/Common/otbNumberOfDivisionsStrippedStreamingManager.txx,Common,Core,Streaming,include,Move to Streaming module ?
./Code/Common/otbNumberOfDivisionsTiledStreamingManager.h,Common,Core,Streaming,include,Move to Streaming module ?
./Code/Common/otbNumberOfDivisionsTiledStreamingManager.txx,Common,Core,Streaming,include,Move to Streaming module ?
./Code/Common/otbNumberOfLinesStrippedStreamingManager.h,Common,Core,Streaming,include,Move to Streaming module ?
./Code/Common/otbNumberOfLinesStrippedStreamingManager.txx,Common,Core,Streaming,include,Move to Streaming module ?
./Code/Common/otbPersistentFilterStreamingDecorator.h,Common,Core,Streaming,include,Dedicated module for Persistent filters base ? or move to Streaming module ?
./Code/Common/otbPersistentFilterStreamingDecorator.txx,Common,Core,Streaming,include,Dedicated module for Persistent filters base ? or move to Streaming module ?
./Code/Common/otbPersistentImageFilter.h,Common,Core,Streaming,include,doit être dans Adapters ou dans Filtering? in Streaming ?
./Code/Common/otbPipelineMemoryPrintCalculator.cxx,Common,Core,Streaming,src,Dedicated streaming management module ?
./Code/Common/otbPipelineMemoryPrintCalculator.h,Common,Core,Streaming,include,Dedicated streaming management module ?
./Code/Common/otbPointSetAndValuesFunction.h,Common,Core,PointSet,include,Move to PointSet
./Code/Common/otbPointSetSource.h,Common,Core,PointSet,include,Move to PointSet
./Code/Common/otbPointSetSource.txx,Common,Core,PointSet,include,Move to PointSet
./Code/Common/otbRAMDrivenAdaptativeStreamingManager.h,Common,Core,Streaming,include,Dedicated streaming management module ?
./Code/Common/otbRAMDrivenAdaptativeStreamingManager.txx,Common,Core,Streaming,include,Dedicated streaming management module ?
./Code/Common/otbRAMDrivenStrippedStreamingManager.h,Common,Core,Streaming,include,Dedicated streaming management module ?
./Code/Common/otbRAMDrivenStrippedStreamingManager.txx,Common,Core,Streaming,include,Dedicated streaming management module ?
./Code/Common/otbRAMDrivenTiledStreamingManager.h,Common,Core,Streaming,include,Dedicated streaming management module ?
./Code/Common/otbRAMDrivenTiledStreamingManager.txx,Common,Core,Streaming,include,Dedicated streaming management module ?
./Code/Common/otbRectangle.h,Common,Core,Common,include,
./Code/Common/otbRectangle.txx,Common,Core,Common,include,
./Code/Common/otbRGBAPixelConverter.h,Common,Core,Common,include,
./Code/Common/otbRGBAPixelConverter.txx,Common,Core,Common,include,
./Code/Common/otbStandardFilterWatcher.cxx,Common,Core,Common,src,"Dedicated module for watchers ? (no need, they don't drag extra dependencies)"
./Code/Common/otbStandardFilterWatcher.h,Common,Core,Common,include,Dedicated module for watchers ?
./Code/Common/otbStandardOneLineFilterWatcher.cxx,Common,Core,Common,src,Dedicated module for watchers ?
./Code/Common/otbStandardOneLineFilterWatcher.h,Common,Core,Common,include,Dedicated module for watchers ?
./Code/Common/otbStandardWriterWatcher.cxx,Common,Core,Common,src,Dedicated module for watchers ?
./Code/Common/otbStandardWriterWatcher.h,Common,Core,Common,include,Dedicated module for watchers ?
./Code/Common/otbStreamingManager.h,Common,Core,Streaming,include,Dedicated streaming management module ? ( +1)
./Code/Common/otbStreamingManager.txx,Common,Core,Streaming,include,Dedicated streaming management module ? (+1)
./Code/Common/otbStreamingTraits.h,Common,Core,Interpolation,include,"Need refactoring, it should not drag ImageFunction, nor Simulation"
./Code/Common/otbStreamingTraits.txx,Common,Core,Interpolation,include,"Need refactoring, it should not drag ImageFunction, nor Simulation"
./Code/Common/otbSubsampledImageRegionConstIterator.h,Common,Core,Common,include,
./Code/Common/otbSubsampledImageRegionConstIterator.txx,Common,Core,Common,include,
./Code/Common/otbSubsampledImageRegionIterator.h,Common,Core,Common,include,
./Code/Common/otbSystem.cxx,Common,Core,Common,src,
./Code/Common/otbSystem.h,Common,Core,Common,include,
./Code/Common/otbTileDimensionTiledStreamingManager.h,Common,Core,Streaming,include,Dedicated streaming management module ? (+1)
./Code/Common/otbTileDimensionTiledStreamingManager.txx,Common,Core,Streaming,include,Dedicated streaming management module ? (+1)
./Code/Common/otbUtils.cxx,Common,Core,Common,src,
./Code/Common/otbUtils.h,Common,Core,Common,include,
./Code/Common/otbVariableLengthVectorConverter.h,Common,Core,Common,include,
./Code/Common/otbVariableLengthVectorConverter.txx,Common,Core,Common,include,
./Code/Common/otbVectorData.h,Common,Core,VectorDataBase,include,Maybe move the base VectorData classes to VectorDataBase
./Code/Common/otbVectorDataProperties.h,Common,Core,VectorDataBase,include,Maybe move the base VectorData classes to VectorDataBase
./Code/Common/otbVectorDataProperties.txx,Common,Core,VectorDataBase,include,Maybe move the base VectorData classes to VectorDataBase
./Code/Common/otbVectorDataSource.h,Common,Core,VectorDataBase,include,Maybe move the base VectorData classes to VectorDataBase
./Code/Common/otbVectorDataSource.txx,Common,Core,VectorDataBase,include,Maybe move the base VectorData classes to VectorDataBase
./Code/Common/otbVectorDataStyle.cxx,Common,Core,VectorDataBase,src,Maybe move the base VectorData classes to VectorDataBase
./Code/Common/otbVectorDataStyle.h,Common,Core,VectorDataBase,include,Maybe move the base VectorData classes to VectorDataBase
./Code/Common/otbVectorData.txx,Common,Core,VectorDataBase,include,Maybe move the base VectorData classes to VectorDataBase
./Code/Common/otbVectorImageToASImageAdaptor.h,Common,Core,Common,include,
./Code/Common/otbVectorImageToASPixelAccessor.h,Common,Core,Common,include,
./Code/Common/otbWriterWatcherBase.cxx,Common,Core,Common,src,Dedicated module for watchers ? (no need)
./Code/Common/otbWriterWatcherBase.h,Common,Core,Common,include,Dedicated module for watchers ?
./Code/DisparityMap/otbStreamingWarpImageFilter.h,DisparityMap,Core,Transform,include,Move to Transform
./Code/DisparityMap/otbStreamingWarpImageFilter.txx,DisparityMap,Core,Transform,include,Move to Transform
./Code/FeatureExtraction/otbImageToModulusAndDirectionImageFilter.h,FeatureExtraction,Core,Common,include,
./Code/FeatureExtraction/otbImageToModulusAndDirectionImageFilter.txx,FeatureExtraction,Core,Common,include,
./Code/Learning/otbConcatenateSampleListFilter.h,Learning,Filtering,Statistics,include,Should not be in Core/Common but Learning/something (or with other SampleList filters in Statistics)
./Code/Learning/otbConcatenateSampleListFilter.txx,Learning,Filtering,Statistics,include,Should not be in Core/Common but Learning/something (or with other SampleList filters in Statistics)
./Code/Learning/otbConfusionMatrixCalculator.h,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbConfusionMatrixCalculator.txx,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbConfusionMatrixMeasurements.h,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbConfusionMatrixMeasurements.txx,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbDecisionTree.h,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbDecisionTree.txx,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbGaussianAdditiveNoiseSampleListFilter.h,Learning,Filtering,Statistics,include,Move to Statistics to reduce coupling
./Code/Learning/otbGaussianAdditiveNoiseSampleListFilter.txx,Learning,Filtering,Statistics,include,Move to Statistics to reduce coupling
./Code/Learning/otbGaussianModelComponent.h,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbGaussianModelComponent.txx,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
./Code/Learning/otbImageClassificationFilter.h,Learning,Learning,LearningBase,include,Should not be in Core/Common but Learning/something
